tissue,cell_type,gene
brain,Type II spiral ganglion neuron,FBLN5
brain,Type II spiral ganglion neuron,FBLN7
brain,Type II spiral ganglion neuron,FBN2
brain,Type II spiral ganglion neuron,FBXW17
brain,Type II spiral ganglion neuron,FDFT1
brain,Type II spiral ganglion neuron,FDXR
brain,Type II spiral ganglion neuron,FES
brain,Type II spiral ganglion neuron,FGD2
brain,Type II spiral ganglion neuron,FGFR3
brain,Type II spiral ganglion neuron,FIRRE
brain,Type II spiral ganglion neuron,FLNB
brain,Type II spiral ganglion neuron,FLOT2
brain,Type II spiral ganglion neuron,FLRT3
brain,Type II spiral ganglion neuron,FLYWCH2
brain,Type II spiral ganglion neuron,FMOD
brain,Type II spiral ganglion neuron,FNBP1
brain,Type II spiral ganglion neuron,FNBP1L
brain,Type II spiral ganglion neuron,FOXJ2
brain,Type II spiral ganglion neuron,FPGT
brain,Type II spiral ganglion neuron,FRAT1
brain,Type II spiral ganglion neuron,FRMD8
brain,Type II spiral ganglion neuron,FSTL4
brain,Type II spiral ganglion neuron,FSTL5
brain,Type II spiral ganglion neuron,FUBP3
brain,Type II spiral ganglion neuron,FURIN
brain,Type II spiral ganglion neuron,FUT9
brain,Type II spiral ganglion neuron,FXYD2
brain,Type II spiral ganglion neuron,FXYD6
brain,Type II spiral ganglion neuron,GABPA
brain,Type II spiral ganglion neuron,GABRB2
brain,Type II spiral ganglion neuron,GABRG2
brain,Type II spiral ganglion neuron,GADD45G
brain,Type II spiral ganglion neuron,GALNT5
brain,Type II spiral ganglion neuron,GAP43
brain,Type II spiral ganglion neuron,GATA2
brain,Type II spiral ganglion neuron,GFRA1
brain,Type II spiral ganglion neuron,GLDN
brain,Type II spiral ganglion neuron,GM10578
brain,Type II spiral ganglion neuron,GM16023
brain,Type II spiral ganglion neuron,GM16070
brain,Type II spiral ganglion neuron,GM19522
brain,Type II spiral ganglion neuron,GM5148
brain,Type II spiral ganglion neuron,GM5532
brain,Type II spiral ganglion neuron,GM6498
brain,Type II spiral ganglion neuron,GM6548
brain,Type II spiral ganglion neuron,GMPPA
brain,Type II spiral ganglion neuron,GNAO1
brain,Type II spiral ganglion neuron,GNB4
brain,Type II spiral ganglion neuron,GNG10
brain,Type II spiral ganglion neuron,GNG2
brain,Type II spiral ganglion neuron,GPD2
brain,Type II spiral ganglion neuron,GPR149
brain,Type II spiral ganglion neuron,GPR37
brain,Type II spiral ganglion neuron,GPR88
brain,Type II spiral ganglion neuron,GPRASP2
brain,Type II spiral ganglion neuron,GPRC5C
brain,Type II spiral ganglion neuron,GPSM1
brain,Type II spiral ganglion neuron,GPSM2
brain,Type II spiral ganglion neuron,GPX8
brain,Type II spiral ganglion neuron,GREB1L
brain,Type II spiral ganglion neuron,GRHL1
brain,Type II spiral ganglion neuron,GRIK3
brain,Type II spiral ganglion neuron,GRIN2C
brain,Type II spiral ganglion neuron,GRIN3A
brain,Type II spiral ganglion neuron,GSTP1
brain,Type II spiral ganglion neuron,GTF2IRD1
brain,Type II spiral ganglion neuron,GTF3A
brain,Type II spiral ganglion neuron,H2-AA
brain,Type II spiral ganglion neuron,H2-AB1
brain,Type II spiral ganglion neuron,H2-D1
brain,Type II spiral ganglion neuron,H2-DMB1
brain,Type II spiral ganglion neuron,H2-DMB2
brain,Type II spiral ganglion neuron,HACD4
brain,Type II spiral ganglion neuron,HAMP
brain,Type II spiral ganglion neuron,HEY1
brain,Type II spiral ganglion neuron,HMGA2-PS1
brain,Type II spiral ganglion neuron,HMGN1
brain,Type II spiral ganglion neuron,HMGN2
brain,Type II spiral ganglion neuron,HMGN3
brain,Type II spiral ganglion neuron,HNRNPH3
brain,Type II spiral ganglion neuron,HPCA
brain,Type II spiral ganglion neuron,HPCAL1
brain,Type II spiral ganglion neuron,HS6ST3
brain,Type II spiral ganglion neuron,HSPB1
brain,Type II spiral ganglion neuron,HTR7
brain,Type II spiral ganglion neuron,HYI
brain,Type II spiral ganglion neuron,ICA1L
brain,Type II spiral ganglion neuron,ID1
brain,Type II spiral ganglion neuron,ID2
brain,Type II spiral ganglion neuron,ID3
brain,Type II spiral ganglion neuron,ID4
brain,Type II spiral ganglion neuron,IGSF1
brain,Type II spiral ganglion neuron,IGSF21
brain,Type II spiral ganglion neuron,IGSF8
brain,Type II spiral ganglion neuron,IGTP
brain,Type II spiral ganglion neuron,IIGP1
brain,Type II spiral ganglion neuron,IL11RA1
brain,Type II spiral ganglion neuron,IL3RA
brain,Type II spiral ganglion neuron,IL4RA
brain,Type II spiral ganglion neuron,IMMP2L
brain,Type II spiral ganglion neuron,IRGM2
brain,Type II spiral ganglion neuron,ISLR
brain,Type II spiral ganglion neuron,ITGA9
brain,Type II spiral ganglion neuron,ITGB1
brain,Type II spiral ganglion neuron,ITPK1
brain,Type II spiral ganglion neuron,ITSN1
brain,Type II spiral ganglion neuron,IZUMO4
brain,Type II spiral ganglion neuron,JDP2
brain,Type II spiral ganglion neuron,JPH4
brain,Type II spiral ganglion neuron,KCNA6
brain,Type II spiral ganglion neuron,KCNC4
brain,Type II spiral ganglion neuron,KCND1
brain,Type II spiral ganglion neuron,KCTD12
brain,Type II spiral ganglion neuron,KIRREL3
brain,Type II spiral ganglion neuron,KITL
brain,Type II spiral ganglion neuron,KLHL5
brain,Type II spiral ganglion neuron,L1CAM
brain,Type II spiral ganglion neuron,LDHA
brain,Type II spiral ganglion neuron,LIMS2
brain,Type II spiral ganglion neuron,LIN28B
brain,Type II spiral ganglion neuron,LIN7A
brain,Type II spiral ganglion neuron,LMNA
brain,Type II spiral ganglion neuron,LPAR1
brain,Type II spiral ganglion neuron,LRRC75A
brain,Type II spiral ganglion neuron,LRRTM2
brain,Type II spiral ganglion neuron,LRRTM3
brain,Type II spiral ganglion neuron,LXN
brain,Type II spiral ganglion neuron,LY6H
brain,Type II spiral ganglion neuron,MAFB
brain,Type II spiral ganglion neuron,MAGEF1
brain,Type II spiral ganglion neuron,MAGI1
brain,Type II spiral ganglion neuron,MAML3
brain,Type II spiral ganglion neuron,MAN1C1
brain,Type II spiral ganglion neuron,MAP3K9
brain,Type II spiral ganglion neuron,MAP7
brain,Type II spiral ganglion neuron,MAPK3
brain,Type II spiral ganglion neuron,MARCKS
brain,Type II spiral ganglion neuron,MARCKSL1
brain,Type II spiral ganglion neuron,MBOAT2
brain,Type II spiral ganglion neuron,MC4R
brain,Type II spiral ganglion neuron,MCMBP
brain,Type II spiral ganglion neuron,MED18
brain,Type II spiral ganglion neuron,METRNL
brain,Type II spiral ganglion neuron,MFAP3
brain,Type II spiral ganglion neuron,MICAL1
brain,Type II spiral ganglion neuron,MIR3064
brain,Type II spiral ganglion neuron,MMGT2
brain,Type II spiral ganglion neuron,MMP14
brain,Type II spiral ganglion neuron,MMP16
brain,Type II spiral ganglion neuron,MMRN2
brain,Type II spiral ganglion neuron,MOB3C
brain,Type II spiral ganglion neuron,MORN4
brain,Type II spiral ganglion neuron,MPDU1
breast,B cell,ABCB4
breast,B cell,B3GAT1
breast,B cell,BACH2
breast,B cell,BANK1
breast,B cell,BCL11A
breast,B cell,BIRC3
breast,B cell,BLNK
breast,B cell,BST1
breast,B cell,BTLA
breast,B cell,CCR7
breast,B cell,CD14
breast,B cell,CD19
breast,B cell,CD2
breast,B cell,CD22
breast,B cell,CD24
breast,B cell,CD27
breast,B cell,CD37
breast,B cell,CD38
breast,B cell,CD40
breast,B cell,CD5
breast,B cell,CD52
breast,B cell,CD55
breast,B cell,CD69
breast,B cell,CD70
breast,B cell,CD72
breast,B cell,CD74
breast,B cell,CD79A
breast,B cell,CD79B
breast,B cell,CD80
breast,B cell,CD86
breast,B cell,CMAH
breast,B cell,CMAHP
breast,B cell,CR2
breast,B cell,CRELD2
breast,B cell,CXCR4
breast,B cell,DERL3
breast,B cell,DNTT
breast,B cell,DOK3
breast,B cell,EAF2
breast,B cell,EBF1
breast,B cell,EDEM1
breast,B cell,EDEM2
breast,B cell,FAM129C
breast,B cell,FAM46C
breast,B cell,FCER2
breast,B cell,FCER2A
breast,B cell,FCHSD2
breast,B cell,FCMR
breast,B cell,FCRL1
breast,B cell,FCRL2
breast,B cell,FCRLA
breast,B cell,FCRLB
breast,B cell,FKBP11
breast,B cell,FLI1
breast,B cell,H2-DMB2
breast,B cell,H2-OA
breast,B cell,H2-OB
breast,B cell,HLA-DQA1
breast,B cell,HLA-DRA
breast,B cell,HMGA1
breast,B cell,HVCN1
breast,B cell,IFIT3
breast,B cell,IGHA
breast,B cell,IGHD
breast,B cell,IGHG1
breast,B cell,IGHG3
breast,B cell,IGHG4
breast,B cell,IGHM
breast,B cell,IGKC
breast,B cell,IGLC1
breast,B cell,IGLC2
breast,B cell,IGLC3
breast,B cell,IGLL1
breast,B cell,IGLV1
breast,B cell,IL21R
breast,B cell,JCHAIN
breast,B cell,KLHL6
breast,B cell,LAIR1
breast,B cell,LRMP
breast,B cell,LTB
breast,B cell,LY6D
breast,B cell,MME
breast,B cell,MS4A1
breast,B cell,MSH5
breast,B cell,MUM1
breast,B cell,MZB1
breast,B cell,PAX5
breast,B cell,PDCD1
breast,B cell,POLD4
breast,B cell,POU2AF1
breast,B cell,PTPRC
breast,B cell,PXK
breast,B cell,RALGPS2
breast,B cell,RASGRP3
breast,B cell,SCD1
breast,B cell,SDC1
breast,B cell,SEC61A1
breast,B cell,SEMA6D
breast,B cell,SIGLECG
breast,B cell,SLAMF6
breast,B cell,SMAP2
breast,B cell,SPCS3
breast,B cell,SPIB
breast,B cell,SPN
breast,B cell,SWAP70
breast,B cell,TLR9
breast,B cell,TNFRSF13B
breast,B cell,TNFRSF13C
breast,B cell,TNFRSF17
breast,B cell,TNFRSF9
breast,B cell,TNFSF4
breast,B cell,TRP53INP1
breast,B cell,TXNDC11
breast,B cell,VPREB1
breast,B cell,VPREB2
breast,B cell,VPREB3
breast,Basal epithelial cell,ACTA2
breast,Basal epithelial cell,KRT14
breast,Basal epithelial cell,KRT5
breast,Basal epithelial cell,MYLK
breast,Basal epithelial cell,TCP1
breast,Basal epithelial cell,TP63
breast,Basal epithelial cell,VIM
breast,Basal epithelial cell,VIMENTIN
breast,Dendritic cell,ABCG2
breast,Dendritic cell,BLVRB
breast,Dendritic cell,CARD9
breast,Dendritic cell,CCL1
breast,Dendritic cell,CCL13
breast,Dendritic cell,CCL17
breast,Dendritic cell,CCL22
breast,Dendritic cell,CD1A
breast,Dendritic cell,CD1B
breast,Dendritic cell,CD1C
breast,Dendritic cell,CD1D1
breast,Dendritic cell,CD1D2
breast,Dendritic cell,CD1E
breast,Dendritic cell,CD209
breast,Dendritic cell,CD209A
breast,Dendritic cell,CH25H
breast,Dendritic cell,CLEC10A
breast,Dendritic cell,CSF1R
breast,Dendritic cell,CTNS
breast,Dendritic cell,DCSTAMP
breast,Dendritic cell,EBI3
breast,Dendritic cell,F13A1
breast,Dendritic cell,FABP4
breast,Dendritic cell,FZD2
breast,Dendritic cell,GSTT1
breast,Dendritic cell,GUCA1A
breast,Dendritic cell,HS3ST2
breast,Dendritic cell,HSD11B1
breast,Dendritic cell,IDO1
breast,Dendritic cell,IL3RA
breast,Dendritic cell,LAMP3
breast,Dendritic cell,LMAN2L
breast,Dendritic cell,MMP12
breast,Dendritic cell,MS4A6A
breast,Dendritic cell,NPR1
breast,Dendritic cell,NUDT9
breast,Dendritic cell,OAS3
breast,Dendritic cell,PDXK
breast,Dendritic cell,PPARG
breast,Dendritic cell,PPFIBP2
breast,Dendritic cell,PREP
breast,Dendritic cell,RAP1GAP
breast,Dendritic cell,SLC26A6
breast,Dendritic cell,SLC7A8
breast,Dendritic cell,SYT17
breast,Dendritic cell,TACSTD2
breast,Dendritic cell,VASH1
breast,Endothelial cell,ADGRL4
breast,Endothelial cell,CALCRL
breast,Endothelial cell,CEACAM1
breast,Endothelial cell,EGFL7
breast,Endothelial cell,FLT1
breast,Endothelial cell,NOSTRIN
breast,Endothelial cell,PLVAP
breast,Endothelial cell,SHANK3
breast,Endothelial cell,SLCO2A1
breast,Endothelial cell,TEK
breast,Eosinophil,ABHD2
breast,Eosinophil,ACACB
breast,Eosinophil,ADGRE1
breast,Eosinophil,CAT
breast,Eosinophil,CCR3
breast,Eosinophil,CD101
breast,Eosinophil,CLC
breast,Eosinophil,CLCF1
breast,Eosinophil,CYSLTR2
breast,Eosinophil,EAR2
breast,Eosinophil,EPN2
breast,Eosinophil,GALC
breast,Eosinophil,H1-2
breast,Eosinophil,HES1
breast,Eosinophil,HRH4
breast,Eosinophil,IL5RA
breast,Eosinophil,KBTBD11
breast,Eosinophil,KCNH2
breast,Eosinophil,LRP5L
breast,Eosinophil,MYO15B
breast,Eosinophil,NR2F6
breast,Eosinophil,PTGDR2
breast,Eosinophil,RCOR3
breast,Eosinophil,RNASE2
breast,Eosinophil,RNU2-1
breast,Eosinophil,RRP12
breast,Eosinophil,SIAH1
breast,Eosinophil,SMPD3
breast,Eosinophil,SYNJ1
breast,Eosinophil,TGIF1
breast,Eosinophil,THBS1
breast,Eosinophil,THBS4
breast,Eosinophil,TIPARP
breast,Eosinophil,TKTL1
breast,Eosinophil,TRMO
breast,Epithelial cell,ALCAM
breast,Epithelial cell,CD117
breast,Epithelial cell,CD166
breast,Epithelial cell,CDH1
breast,Epithelial cell,CYTOKERATIN
breast,Epithelial cell,CYTOKERATIN-18
breast,Epithelial cell,E-CADHERIN
breast,Epithelial cell,EMA
breast,Epithelial cell,GCDFP15
breast,Epithelial cell,KIT
breast,Epithelial cell,KRT18
breast,Epithelial cell,MUC1
breast,Epithelial cell,P63
breast,Epithelial cell,PIP
breast,Epithelial cell,SMA
breast,Epithelial cell,SMN1
breast,Epithelial cell,TCP1
breast,Epithelial cell,TP63
breast,Fibroblast,ABLIM1
breast,Fibroblast,ADH1B
breast,Fibroblast,BGN
breast,Fibroblast,C1R
breast,Fibroblast,C1S
breast,Fibroblast,C1S1
breast,Fibroblast,C3
breast,Fibroblast,CALD1
breast,Fibroblast,CFD
breast,Fibroblast,COL1A2
breast,Fibroblast,COL6A1
breast,Fibroblast,DCN
breast,Fibroblast,FBLN1
breast,Fibroblast,IGFBP7
breast,Fibroblast,LUM
breast,Fibroblast,MGP
breast,Fibroblast,SLIT2
breast,Fibroblast,SPARC
breast,Hematopoietic stem cell,ABCB1
breast,Hematopoietic stem cell,ABCB1B
breast,Hematopoietic stem cell,ABCG2
breast,Hematopoietic stem cell,ACE
breast,Hematopoietic stem cell,ADGRG1
breast,Hematopoietic stem cell,ALDH1A1
breast,Hematopoietic stem cell,ANGPT1
breast,Hematopoietic stem cell,ANPEP
breast,Hematopoietic stem cell,APC
breast,Hematopoietic stem cell,ARID3A
breast,Hematopoietic stem cell,AVP
breast,Hematopoietic stem cell,BAALC
breast,Hematopoietic stem cell,BEX1
breast,Hematopoietic stem cell,BMI1
breast,Hematopoietic stem cell,CD33
breast,Hematopoietic stem cell,CD34
breast,Hematopoietic stem cell,CD44
breast,Hematopoietic stem cell,CD48
breast,Hematopoietic stem cell,CD59
breast,Hematopoietic stem cell,CD59A
breast,Hematopoietic stem cell,CDCP1
breast,Hematopoietic stem cell,CDH2
breast,Hematopoietic stem cell,CRYGD
breast,Hematopoietic stem cell,CTNNAL1
breast,Hematopoietic stem cell,CXCR4
breast,Hematopoietic stem cell,DNMT3B
breast,Hematopoietic stem cell,EGR1
breast,Hematopoietic stem cell,EGR3
breast,Hematopoietic stem cell,ELF1
breast,Hematopoietic stem cell,ERG
breast,Hematopoietic stem cell,ESAM
breast,Hematopoietic stem cell,FGD5
breast,Hematopoietic stem cell,FLT3
breast,Hematopoietic stem cell,G0S2
breast,Hematopoietic stem cell,GATA2
breast,Hematopoietic stem cell,GATA3
breast,Hematopoietic stem cell,GFI1
breast,Hematopoietic stem cell,GFI1B
breast,Hematopoietic stem cell,GJB1
breast,Hematopoietic stem cell,GNL3
breast,Hematopoietic stem cell,GPR171
breast,Hematopoietic stem cell,HHEX
breast,Hematopoietic stem cell,HLF
breast,Hematopoietic stem cell,HLX
breast,Hematopoietic stem cell,HMGB3
breast,Hematopoietic stem cell,HOXB5
breast,Hematopoietic stem cell,IL3RA
breast,Hematopoietic stem cell,ITGA2B
breast,Hematopoietic stem cell,ITGA4
breast,Hematopoietic stem cell,ITGA6
breast,Hematopoietic stem cell,KIT
breast,Hematopoietic stem cell,KITL
breast,Hematopoietic stem cell,KITLG
breast,Hematopoietic stem cell,LYL1
breast,Hematopoietic stem cell,MAFF
breast,Hematopoietic stem cell,MECOM
breast,Hematopoietic stem cell,MEIS1
breast,Hematopoietic stem cell,MGST1
breast,Hematopoietic stem cell,MLLT3
breast,Hematopoietic stem cell,MPL
breast,Hematopoietic stem cell,MSRB3
breast,Hematopoietic stem cell,MYADM
breast,Hematopoietic stem cell,MYCN
breast,Hematopoietic stem cell,MYCT1
breast,Hematopoietic stem cell,NCOR2
breast,Hematopoietic stem cell,NEO1
breast,Hematopoietic stem cell,NFE2
breast,Hematopoietic stem cell,NKX2-3
breast,Hematopoietic stem cell,NKX3-1
breast,Hematopoietic stem cell,NOTCH1
breast,Hematopoietic stem cell,NOTCH2
breast,Hematopoietic stem cell,NPDC1
breast,Hematopoietic stem cell,NPR3
breast,Hematopoietic stem cell,PBX2
breast,Hematopoietic stem cell,PITX2
breast,Hematopoietic stem cell,PLXDC2
breast,Hematopoietic stem cell,PRNP
breast,Hematopoietic stem cell,PROCR
breast,Hematopoietic stem cell,PROM1
breast,Hematopoietic stem cell,PTPRC
breast,Hematopoietic stem cell,PTPRE
breast,Hematopoietic stem cell,PTPRS
breast,Hematopoietic stem cell,RGS18
breast,Hematopoietic stem cell,ROBO4
breast,Hematopoietic stem cell,RUNX1
breast,Hematopoietic stem cell,SLAMF1
breast,Hematopoietic stem cell,SPN
breast,Hematopoietic stem cell,TAF7
breast,Hematopoietic stem cell,TAL1
breast,Hematopoietic stem cell,TEK
breast,Hematopoietic stem cell,TET2
breast,Hematopoietic stem cell,TGFB2
breast,Hematopoietic stem cell,THSD1
breast,Hematopoietic stem cell,THY1
breast,Hematopoietic stem cell,TLR2
breast,Hematopoietic stem cell,TRPC6
breast,Hematopoietic stem cell,TXNIP
breast,Hematopoietic stem cell,VWF
breast,Luminal epithelial cell,ANKRD30A
breast,Luminal epithelial cell,CK18
breast,Luminal epithelial cell,CYTOKERATIN-19
breast,Luminal epithelial cell,EMA
breast,Luminal epithelial cell,ESA
breast,Luminal epithelial cell,FLOT2
breast,Luminal epithelial cell,KRT18
breast,Luminal epithelial cell,KRT19
breast,Luminal epithelial cell,MUC
breast,Luminal epithelial cell,MUC1
breast,Luminal epithelial cell,SYTL2
breast,Luminal progenitor cell,CD24
breast,Luminal progenitor cell,CD44
breast,Luminal progenitor cell,EPCAM
breast,Luminal progenitor cell,ITGA6
breast,Luminal progenitor cell,KIT
breast,Luminal progenitor cell,KRT19
breast,Luminal progenitor cell,PROM1
breast,Luminal progenitor cell,SLPI
breast,Macrophage,ANOS1
breast,Macrophage,APOE
breast,Macrophage,ATG7
breast,Macrophage,BCAT1
breast,Macrophage,CCL7
breast,Macrophage,CD163
breast,Macrophage,CD68
breast,Macrophage,CD84
breast,Macrophage,CHI3L1
breast,Macrophage,CHIL1
breast,Macrophage,CHIT1
breast,Macrophage,CLEC5A
breast,Macrophage,COL8A2
breast,Macrophage,COLEC12
breast,Macrophage,CTSK
breast,Macrophage,CXCL5
breast,Macrophage,CYBB
breast,Macrophage,DNASE2B
breast,Macrophage,EMP1
breast,Macrophage,FDX1
breast,Macrophage,FN1
breast,Macrophage,GM2A
breast,Macrophage,GPC4
breast,Macrophage,MARCO
breast,Macrophage,ME1
breast,Macrophage,MS4A4A
breast,Macrophage,MSR1
breast,Macrophage,PCOLCE2
breast,Macrophage,PTGDS
breast,Macrophage,RAI14
breast,Macrophage,SCARB2
breast,Macrophage,SCG5
breast,Macrophage,SGMS1
breast,Macrophage,SULT1C2
breast,Mast cell,ABCC4
breast,Mast cell,ADCYAP1
breast,Mast cell,ADORA3
breast,Mast cell,BTK
breast,Mast cell,CPA3
breast,Mast cell,CSF2RB2
breast,Mast cell,CSF2RBP1
breast,Mast cell,FCER1A
breast,Mast cell,GATA2
breast,Mast cell,GRAP2
breast,Mast cell,HDC
breast,Mast cell,HPGDS
breast,Mast cell,IL18R1
breast,Mast cell,IL1RL1
breast,Mast cell,IL2RA
breast,Mast cell,IL4
breast,Mast cell,KIT
breast,Mast cell,MAOB
breast,Mast cell,MCPT4
breast,Mast cell,MLPH
breast,Mast cell,MRGPRB1
breast,Mast cell,MS4A2
breast,Mast cell,RGS13
breast,Mast cell,SLC18A2
breast,Mast cell,SLC24A3
breast,Mast cell,SLC8A3
breast,Mast cell,TESPA1
breast,Mast cell,TPSAB1
breast,Mast cell,TPSB2
breast,Mast cell,TPSD1
breast,Mesenchymal stem cell,CD105
breast,Mesenchymal stem cell,CD73
breast,Mesenchymal stem cell,CD90
breast,Mesenchymal stem cell,ENG
breast,Mesenchymal stem cell,NT5E
breast,Mesenchymal stem cell,THY1
breast,Myoepithelial cell,ALKALINE PHOSPHATASE
breast,Myoepithelial cell,ALPG
breast,Myoepithelial cell,CALPONIN
breast,Myoepithelial cell,CD10
breast,Myoepithelial cell,CD29
breast,Myoepithelial cell,CD44
breast,Myoepithelial cell,CDH3
breast,Myoepithelial cell,CYTOKERATIN-14
breast,Myoepithelial cell,GALECTIN-7
breast,Myoepithelial cell,ITGB1
breast,Myoepithelial cell,KRT14
breast,Myoepithelial cell,LGALS7
breast,Myoepithelial cell,MME
breast,Myoepithelial cell,P-CADHERIN
breast,Myoepithelial cell,P63
breast,Myoepithelial cell,SMA
breast,Myoepithelial cell,SMN1
breast,Myoepithelial cell,TCP1
breast,Myoepithelial cell,TP63
breast,Natural killer cell,ADARB1
breast,Natural killer cell,ALDH1B1
breast,Natural killer cell,ATL2
breast,Natural killer cell,BCL2
